Gender,FavSeason,WritingHand,Year,College,Domestic,FromMinnesota,OnCampus,Shower,Movie,Hair,FavSocialMedia,HoursSpentOnSocialMedia,HoursExercise,HoursClasses,SleepWeekday,SleepWeekend,LegalizingMarijuana,HighSchoolGPA,CollegeGPA,Tattoos,TrafficTickets,TextWhileDriving,Chocholate
Other/Prefer not to answer,Winter,Right,Others (PSEO or Post graduate),CLA,U.S.,No,No,Evening,None,50,Others,7,0,5,8,8,Yes,4,3.42,0,-1,No,48
Male,Fall,Right,Junior,CLA,U.S.,No,No,Depends,None,26,Instagram,1.5,2,4,7,8,Yes,3.92,3.95,0,1,No,49
Male,Spring,Right,Freshman,CLA,U.S.,Yes,No,Evening,None,15,YouTube,2,5,7,6,6,No,3.4,0,0,-1,No,49
Male,Fall,Right,Sophomore,CLA,U.S.,Yes,Yes,Evening,1,17,TikTok,3,1,2,9,9,Yes,3.9,3.5,0,0,Yes,49
Female,Fall,Right,Junior,CLA,International,No,Yes,Evening,2,30,Instagram,1,1,1,7,9,No,0,0,0,0,No,50
Female,Fall,Right,Sophomore,CLA,U.S.,Yes,Yes,Depends,None,60,Instagram,1,1,5,8,8,Not sure,4,4,0,0,Yes,50
Male,Fall,Right,Junior,CLA,U.S.,No,Yes,Evening,None,20,YouTube,2,2,3,7,9,Yes,4,3.6,2,0,Yes,50
Male,Summer,Right,Sophomore,CLA,U.S.,Yes,Yes,Morning,4 or more,20,Instagram,2.5,1,5,7,10,Yes,3.6,2.9,0,0,Yes,50
Male,Fall,Right,Sophomore,CLA,U.S.,No,No,Depends,2,20,Twitter,3,1,2,8,8,Yes,3.4,3.7,0,-1,No,50
Female,Fall,Right,Junior,CLA,International,No,No,Evening,None,0,Others,4,1,10,7,10,No,0,0,0,1,No,50
Male,Summer,Right,Freshman,CLA,U.S.,Yes,No,Depends,None,20,TikTok,4,1.5,2,7,8,Not sure,3.7,0,0,1,No,50
Male,Winter,Right,Junior,CLA,U.S.,Yes,Yes,Depends,None,25,Others,4,2,4,6,7,Yes,3.5,2.5,0,1,No,50
Female,Fall,Right,Junior,CLA,International,No,No,Evening,3,300,Instagram,4,1.5,6,6,8,Not sure,3.9,4,0,-1,No,50
Female,Fall,Right,Senior,CLA,U.S.,Yes,Yes,Evening,1,16,Instagram,5,3,5,3,5,No,3.7,0,0,3,No,50
Other/Prefer not to answer,Fall,Right,Freshman,CLA,U.S.,Yes,Yes,Evening,None,0,TikTok,6,3,2,6,9,Yes,3.6,0,0,1,No,50
Male,Fall,Right,Freshman,CLA,U.S.,Yes,Yes,Depends,2,25,Instagram,3,1,3,7,7,Yes,3.6,0,0,-1,No,51
Female,Fall,Right,Sophomore,CLA,U.S.,Yes,Yes,Morning,None,40,Instagram,4,3,4,7,7,Not sure,3.9,3.2,3,0,Yes,51
Female,Summer,Right,Sophomore,CLA,U.S.,Yes,Yes,Depends,1,25,Others,1,1,6,7,9,Not sure,3.6,3.5,1,0,No,52
Female,Fall,Right,Freshman,CLA,U.S.,No,Yes,Evening,None,50,TikTok,2,1,3,7,10,Yes,3.9,0,0,0,No,52
Female,Fall,Right,Freshman,CLA,U.S.,Yes,Yes,Evening,1,120,TikTok,2,0,5,7.5,8,Yes,3.92,0,0,1,No,52
Male,Winter,Right,Junior,CLA,U.S.,Yes,No,Depends,2,0,TikTok,10,0,5,6,7,Yes,2.7,0,0,0,No,52
Male,Winter,Right,Junior,CLA,U.S.,Yes,No,Evening,2,0,TikTok,10,0,5,6,7,Yes,2.7,0,0,0,No,52
Female,Fall,Right,Freshman,CLA,U.S.,Yes,No,Depends,1,6,Instagram,1,1,3,8,10,Not sure,3.5,0,0,0,No,53
Male,Winter,Left,Sophomore,CLA,U.S.,Yes,No,Morning,None,29,YouTube,1,2,2,6,6,No,3.3,0,0,1,No,53
Male,Summer,Left,Sophomore,CLA,U.S.,No,No,Evening,None,35,Facebook,4,2,2,6,8,Yes,3.76,2.1,0,1,Yes,53
Male,Winter,Right,Sophomore,CLA,U.S.,Yes,Yes,Morning,4 or more,25,TikTok,6,2,5,7,6,Yes,3.7,3,0,0,Yes,53
Female,Fall,Right,Sophomore,CLA,U.S.,Yes,No,Evening,None,75,Others,3,2,5,6,8,Not sure,3.4,3.6,1,0,Yes,54
Female,Fall,Right,Sophomore,CLA,U.S.,Yes,No,Evening,None,75,YouTube,3,2,5,6,7,Not sure,3.4,3.6,1,0,No,54
Male,Fall,Right,Sophomore,CLA,U.S.,Yes,Yes,Morning,2,50,Instagram,4,1,4,6,8,Yes,3.4,3.1,0,0,No,54
Other/Prefer not to answer,Winter,Right,Sophomore,CLA,U.S.,Yes,Yes,Evening,None,65,Others,3,0.5,1,8,8,Yes,0,0,0,0,No,55
Female,Fall,Right,Sophomore,CLA,U.S.,No,Yes,Evening,1,24,Others,2,2,3,7,7,Yes,3.8,3,0,0,No,56
Female,Fall,Right,Sophomore,CLA,U.S.,Yes,No,Evening,None,30,TikTok,3,1,6,8,10,Yes,3.9,3.4,3,1,No,56
Male,Fall,Right,Freshman,CLA,U.S.,Yes,No,Depends,1,0,Instagram,3,3,5,8,7,Not sure,3.62,4,0,0,No,57
Male,Fall,Right,Junior,CLA,U.S.,Yes,Yes,Depends,2,15,YouTube,4,1,3,5,6,Yes,3.7,2.8,3,-1,No,57
Female,Summer,Right,Junior,CLA,U.S.,Yes,No,Depends,1,110,Instagram,2,1,6,8,7,Yes,3.7,3.4,2,0,No,58
Female,Fall,Right,Sophomore,CLA,U.S.,Yes,Yes,Evening,3,120,TikTok,2,2,10,8,9,Yes,3.98,3.4,6,2,No,58
Female,Summer,Right,Junior,CLA,U.S.,Yes,No,Evening,1,80,TikTok,4,1,4,7,7,Not sure,3.96,3.88,0,0,No,58
Female,Fall,Right,Freshman,CLA,U.S.,Yes,No,Evening,1,50,YouTube,6,0,3,7,8,Not sure,3.55,0,0,-1,No,58
Female,Summer,Left,Junior,CLA,International,No,No,Depends,3,80,Instagram,4,1,5,10,10,No,3.5,3,0,0,No,59
Male,Fall,Right,Sophomore,CLA,U.S.,Yes,Yes,Depends,None,40,Instagram,2,2,2,7,7,Yes,3.7,3.4,0,0,Yes,60
Male,Summer,Right,Freshman,CLA,U.S.,Yes,Yes,Morning,1,18,Instagram,3,1,5,7,9,Yes,4,4,0,0,No,60
Female,Summer,Right,Sophomore,CLA,U.S.,Yes,No,Morning,None,140,Twitter,5,1,3,6,7,Yes,3.9,2.9,0,0,No,60
Male,Summer,Right,Sophomore,CLA,U.S.,Yes,Yes,Morning,None,30,YouTube,2,1,2,7,9,Yes,3.8,3.8,0,0,No,61
Male,Summer,Right,Sophomore,CLA,U.S.,No,Yes,Morning,1,40,Instagram,3,2,6,7,6,Yes,3.2,2.7,0,0,No,62
Male,Fall,Right,Sophomore,CLA,U.S.,Yes,No,Depends,None,0,Others,2,2,1,7,8,Yes,2.7,3.75,5,1,Yes,63
Male,Fall,Right,Freshman,CLA,U.S.,Yes,Yes,Depends,2,30,TikTok,2,1,3,8,6,Yes,3.6,0,0,-1,No,64
Male,Summer,Right,Junior,CLA,U.S.,Yes,Yes,Morning,None,25,Instagram,3,2,2,8,8,Yes,3.4,2.4,1,1,No,64
Male,Fall,Left,Junior,CLA,U.S.,No,No,Evening,1,30,Facebook,3,1,3,6,10,Yes,3.2,0,0,0,No,64
Female,Fall,Right,Sophomore,CLA,U.S.,Yes,No,Evening,1,0,YouTube,3.5,0.5,3,7,5,Yes,3.1,3,0,0,No,64
Female,Spring,Right,Sophomore,CLA,U.S.,Yes,No,Morning,None,0,Others,3,0.5,3,7,10,Not sure,3.4,3.1,0,5,Yes,65
Female,Summer,Right,Senior,CLA,U.S.,Yes,No,Morning,1,0,Others,3,3,2,5,6,Yes,4,2.8,12,7,No,65
Male,Fall,Right,Freshman,CLA,U.S.,No,Yes,Morning,None,30,YouTube,3,1,6,7,8,No,4,0,0,0,Yes,65
Female,Fall,Right,Sophomore,CLA,U.S.,No,Yes,Evening,None,0,YouTube,4,1,6,7,9,No,4,0,0,0,No,65
Female,Winter,Right,Freshman,CLA,U.S.,No,Yes,Morning,None,100,Others,6,1,3,8,10,Yes,3.8,0,0,0,No,67
Female,Fall,Right,Freshman,CLA,U.S.,Yes,Yes,Depends,None,50,TikTok,1,2,4,7,7,Not sure,3.2,0,0,0,No,68
Female,Fall,Right,Freshman,CLA,U.S.,Yes,Yes,Depends,None,48,Instagram,1.25,1,3,8,9.5,Yes,3.451,3.66,0,0,No,72
Female,Summer,Right,Freshman,CLA,U.S.,No,Yes,Evening,1,50,TikTok,2,2,5,8,7,No,3.9,0,0,1,Yes,72
Male,Spring,Right,Junior,CLA,International,No,No,Morning,2,25,YouTube,1.5,2,4,6,7,Not sure,3.8,2.8,0,0,No,77
Female,Fall,Right,Sophomore,CLA,U.S.,Yes,Yes,Evening,2,60,Facebook,2,2,15,7,6,Yes,3.925,4,0,0,No,82
Female,Winter,Right,Freshman,CLA,U.S.,No,Yes,Evening,None,0,Others,3,1.5,4,7,8,No,3.9,0,0,0,No,85
Male,Summer,Right,Sophomore,CLA,U.S.,Yes,Yes,Morning,None,0,Instagram,3,5,3,4,8,Yes,3.6,3.5,0,3,Yes,86
Male,Fall,Right,Freshman,CLA,International,No,Yes,Evening,1,0,Others,3,1,4,6,10,No,0,0,0,-1,No,122
Male,Summer,Right,Freshman,CLA,International,No,Yes,Evening,None,5,Others,2,0.5,5,7,8,No,0,0,0,-1,No,123
Male,Fall,Right,Sophomore,CLA,U.S.,Yes,No,Morning,2,30,YouTube,2,0.5,2,7,7,Not sure,3.75,3.5,0,0,Yes,135
Female,Winter,Left,Freshman,CLA,U.S.,No,Yes,Evening,4 or more,30,TikTok,2,1,2,7,9,Yes,3.9,0,1,0,Yes,170
Female,Fall,Right,Freshman,CLA,U.S.,Yes,Yes,Evening,1,45,Instagram,1,2,4,7,8,Yes,3.9,0,0,0,No,
Female,Fall,Right,Freshman,CLA,U.S.,No,Yes,Depends,1,25,Others,2,1,4,6,8,Yes,3.75,0,0,0,No,
Male,Summer,Right,Sophomore,CLA,U.S.,No,No,Evening,1,30,YouTube,3,1,2,7,9,Yes,3.6,3.5,1,0,Yes,
Male,Fall,Right,Sophomore,CLA,Prefer not to answer,No,No,Depends,None,35,YouTube,3,0.5,7,8,8,No,3.1,3.2,0,-1,No,
Female,Summer,Right,Freshman,CLA,U.S.,Yes,Yes,Depends,None,120,TikTok,4,2,6,8,6,Not sure,3.9,0,0,0,Yes,
Female,Fall,Right,Sophomore,CSE,U.S.,Yes,Yes,Evening,1,250,TikTok,3,1,3,7,9,Yes,3.82,0,0,0,No,20
Male,Fall,Right,Sophomore,CSE,U.S.,No,No,Depends,1,35,TikTok,2,2,6,7,8,Yes,3.97,3.504,0,0,No,28
Female,Fall,Left,Senior,CSE,U.S.,Yes,Yes,Depends,1,60,TikTok,1,1,4,7,9,Yes,4,2.9,0,0,No,39
Female,Winter,Right,Sophomore,CSE,U.S.,Yes,No,Depends,None,0,Others,2,2,5,8,8,Not sure,0,3.173,0,-1,No,42
Female,Fall,Right,Sophomore,CSE,U.S.,Yes,Yes,Depends,None,50,TikTok,2,1,5,4,7,Yes,4,3.3,3,1,Yes,43
Male,Summer,Right,Freshman,CSE,U.S.,Yes,Yes,Morning,2,25,YouTube,2,1,4,7,9,Not sure,4,4,0,0,No,44
Female,Fall,Right,Sophomore,CSE,U.S.,Yes,Yes,Morning,2,250,TikTok,5,1,3,9,11,Yes,3.9,3.5,2,0,Yes,52
Male,Winter,Right,Sophomore,CSE,U.S.,No,Yes,Morning,1,65,Instagram,2,2,2,8,8,Yes,4,3.4,0,0,No,54
Male,Fall,Right,Senior,CSE,U.S.,No,No,Morning,None,22,YouTube,0.25,1,3,7.5,8.5,No,4,4,0,0,No,56
Female,Summer,Right,Others (PSEO or Post graduate),CSE,International,No,No,Morning,1,60,Facebook,0.5,0,1,7,8,No,3.7,3.9,0,1,No,64
Female,Spring,Right,Sophomore,CSE,U.S.,Yes,No,Depends,None,70,TikTok,2.5,1,5,7,8,Yes,3.9,2.9,0,0,No,107
Male,Fall,Right,Others (PSEO or Post graduate),Others,U.S.,Yes,No,Depends,None,0,YouTube,1,1,5,7,7,Yes,0,0,0,0,No,13.7
Female,Spring,Right,Senior,Others,U.S.,Yes,No,Depends,None,175,Instagram,5,2,5,6,8,Not sure,3.5,3.6,0,0,No,22
Female,Summer,Right,Senior,Others,U.S.,No,No,Evening,None,60,Instagram,5,1,3,7,8,Not sure,3.8,3.8,0,0,Yes,24
Male,Summer,Right,Senior,Others,International,No,No,Morning,None,36,Others,0.25,1,4,5,5,Yes,3.8,3,0,2,No,27
Female,Summer,Right,Junior,Others,U.S.,Yes,No,Depends,None,45,Instagram,4,1,6,8,8,Yes,3.9,3.7,7,2,No,27
Male,Fall,Right,Sophomore,Others,U.S.,No,No,Morning,3,20,Twitter,4,1,4,8,8,No,3.5,3.8,0,0,Yes,28
Female,Summer,Left,Sophomore,Others,U.S.,No,Yes,Evening,3,65,Instagram,4,0,3,6,8,Yes,4,3.8,6,4,No,28
Female,Summer,Right,Sophomore,Others,U.S.,Yes,Yes,Depends,None,168,TikTok,2,1,3,8,10,Yes,4,3.2,0,0,No,30
Female,Spring,Right,Freshman,Others,U.S.,No,Yes,Morning,4 or more,30,Instagram,4,1,2,7,8,Not sure,0,0,0,-1,No,32
Female,Fall,Right,Freshman,Others,U.S.,Yes,Yes,Evening,1,85,TikTok,4,4,3,7,9,Yes,3.8,0,0,0,No,34
Female,Fall,Right,Sophomore,Others,U.S.,Yes,No,Evening,None,0,Instagram,5,0,2,7,8,Yes,3.9,2.9,2,0,No,34
Male,Fall,Right,Others (PSEO or Post graduate),Others,U.S.,Yes,No,Morning,2,30,Others,6,2,3,7,9,Yes,0,0,0,0,Yes,36
Male,Fall,Right,Others (PSEO or Post graduate),Others,U.S.,Yes,No,Morning,1,30,Others,6,2,3,8,6,Yes,0,0,0,0,No,37
Male,Summer,Left,Junior,Others,U.S.,No,Yes,Morning,1,26,Twitter,2,2,2,8,6,Yes,3.5,3,0,0,No,38
Male,Fall,Right,Sophomore,Others,U.S.,Yes,No,Depends,1,28,YouTube,2.5,2,4,6,8,Yes,3.91,3.45,0,3,No,39
Female,Summer,Right,Sophomore,Others,U.S.,Yes,Yes,Evening,None,0,Instagram,2,1,6,7,10,Yes,3.7,3.5,0,0,Yes,40
Female,Summer,Right,Sophomore,Others,U.S.,No,No,Evening,2,150,TikTok,2,3,3,8,10,Yes,3.8,3.7,0,1,No,40
Female,Winter,Right,Sophomore,Others,U.S.,Yes,No,Morning,None,30,Instagram,3,0,3,7,8,Not sure,3.8,3.6,0,0,No,40
Male,Fall,Right,Junior,Others,U.S.,Yes,No,Evening,2,35,Instagram,1,2,3,7,9,Yes,3.9,3.95,0,3,No,41
Female,Winter,Right,Sophomore,Others,U.S.,Yes,Yes,Evening,2,0,YouTube,4,2,3,6,9,Not sure,3.7,2.6,0,-1,No,42
Male,Fall,Right,Others (PSEO or Post graduate),Others,International,No,No,Depends,None,5,Instagram,4,1,4,8,9,Not sure,0,3.9,0,-1,No,42
Male,Summer,Right,Sophomore,Others,U.S.,Yes,Yes,Morning,1,32,Instagram,4,1,8,6,7,Yes,3.9,3.3,0,0,No,42
Female,Summer,Left,Sophomore,Others,U.S.,Yes,No,Evening,1,35,TikTok,4,1.5,8,7,7,Not sure,3.8,3.92,0,0,No,43
Female,Winter,Right,Sophomore,Others,U.S.,Yes,Yes,Morning,1,55,Instagram,4,2,6,10,7,Yes,3.98,3.7,4,0,Yes,43
Female,Fall,Right,Senior,Others,U.S.,Yes,No,Depends,2,175,WhatsApp,1,1,4,7,9,Not sure,0,3.85,0,1,No,45
Female,Summer,Left,Sophomore,Others,U.S.,No,Yes,Depends,1,50,TikTok,2,2,4,8,8,Not sure,4,3.5,0,0,No,45
Female,Summer,Right,Sophomore,Others,U.S.,No,Yes,Depends,2,40,TikTok,3,1.5,3,7,8,Not sure,0,3.77,0,0,No,45
Male,Summer,Right,Senior,Others,U.S.,No,No,Morning,None,40,TikTok,3,5,3,7,9,Not sure,3.5,3.49,0,0,Yes,46
Male,Fall,Right,Sophomore,Others,U.S.,Yes,No,Evening,1,0,Twitter,1,2,3,8,8,Not sure,3.6,3.8,0,1,No,48
Female,Fall,Right,Others (PSEO or Post graduate),Others,U.S.,Yes,No,Evening,2,200,Twitter,3,1,5,6,11,Yes,3.99,4,0,0,No,48
Male,Spring,Right,Others (PSEO or Post graduate),Others,U.S.,Yes,No,Morning,1,20,Instagram,3,0.5,3,6,7,Not sure,3.981,0,0,0,No,49
Male,Fall,Right,Senior,Others,International,No,No,Morning,1,25,YouTube,1,1,3,9,10,Yes,4,3.95,0,0,No,50
Male,Fall,Left,Sophomore,Others,U.S.,Yes,No,Morning,None,0,YouTube,2,2,3,6,6,Not sure,0,0,2,5,Yes,50
Male,Fall,Right,Freshman,Others,U.S.,Yes,No,Evening,None,45,Others,2,1,5,8,10,Yes,3.4,3.7,0,-1,No,50
Female,Summer,Right,Sophomore,Others,U.S.,Yes,Yes,Evening,None,0,Others,5,1,6,7,9,Yes,3.8,3.9,0,0,Yes,50
Female,Fall,Right,Junior,Others,U.S.,Yes,No,Depends,None,100,Others,4,1,6,7,10,Yes,3.1,3.5,0,0,No,54
Male,Winter,Right,Others (PSEO or Post graduate),Others,U.S.,Yes,No,Evening,2,10,TikTok,3,2,4,5,12,Not sure,3.91,0,0,0,No,55
Female,Summer,Right,Others (PSEO or Post graduate),Others,International,Yes,No,Depends,None,45,TikTok,3,1,8,5,9,Not sure,3.99,0,0,-1,No,60
Female,Summer,Right,Sophomore,Others,U.S.,No,No,Morning,2,150,Instagram,3,1,7,8,9,Yes,3.8,3.6,0,0,No,60
Male,Summer,Right,Sophomore,Others,U.S.,Yes,Yes,Evening,None,24,YouTube,5,2,3,7,10,No,3.72,3.75,0,0,No,62
Male,Winter,Right,Others (PSEO or Post graduate),Others,U.S.,Yes,No,Evening,2,0,YouTube,1,2,1,8,9,No,4,0,0,0,No,65
Female,Fall,Right,Freshman,Others,U.S.,No,Yes,Depends,1,130,Instagram,2,2.5,5,9,9,Yes,3.4,0,2,0,No,68
Other/Prefer not to answer,Fall,Right,Freshman,Others,U.S.,Yes,No,Depends,None,45,TikTok,2,1,4,7,10,Yes,3.7,4,0,-1,No,72
Female,Fall,Right,Freshman,Others,U.S.,Yes,Yes,Evening,1,12,TikTok,4,3,6,8,8,Yes,3.89,0,0,1,No,72
Male,Summer,Right,Junior,Others,U.S.,Yes,Yes,Depends,None,0,TikTok,5,2,6,6,7,Yes,4,3.9,0,0,No,72
Female,Fall,Right,Sophomore,Others,U.S.,Yes,No,Depends,1,25,Instagram,0.5,1,2,6,8,Yes,3.9,3.4,2,0,Yes,83
Male,Fall,Left,Freshman,Others,U.S.,Yes,Yes,Evening,2,24,Instagram,3,1,3,7,9,Yes,3.6,0,2,0,Yes,150
Male,Fall,Right,Junior,Others,U.S.,Yes,Yes,Morning,None,20,Instagram,3,1,1,8,9,Yes,3.5,3.5,0,1,No,
Female,Fall,Right,Sophomore,Others,U.S.,Yes,Yes,Depends,2,20,Instagram,3,1,4,6,9,Yes,3.8,3.2,0,0,No,47
